frame	mouth_winner	diar_winner	fused_winner	agree_mouth_vs_diar
  696	spk_b       	spk_b      	spk_b       	True
  697	spk_b       	spk_b      	spk_b       	True
  698	spk_b       	spk_b      	spk_b       	True
  699	spk_b       	spk_b      	spk_b       	True
  700	spk_b       	spk_b      	spk_b       	True
  701	spk_b       	spk_b      	spk_b       	True
  702	spk_b       	spk_b      	spk_b       	True
  703	spk_b       	spk_b      	spk_b       	True
  704	spk_b       	spk_b      	spk_b       	True
  705	spk_b       	spk_b      	spk_b       	True
  706	spk_b       	spk_b      	spk_b       	True
  707	spk_b       	spk_b      	spk_b       	True
  708	spk_b       	spk_b      	spk_b       	True
  709	spk_b       	spk_b      	spk_b       	True
  710	spk_b       	spk_b      	spk_b       	True
  711	spk_b       	spk_b      	spk_b       	True
  712	spk_b       	spk_b      	spk_b       	True
  713	spk_a       	spk_b      	spk_b       	False
  714	spk_a       	spk_b      	spk_b       	False
  715	spk_a       	spk_b      	spk_b       	False
  716	spk_a       	spk_b      	spk_b       	False
  717	spk_a       	spk_b      	spk_b       	False
  718	spk_a       	spk_b      	spk_b       	False
  719	spk_a       	spk_b      	spk_b       	False
  720	spk_b       	spk_b      	spk_b       	True
  721	spk_b       	spk_b      	spk_b       	True
  722	spk_b       	spk_b      	spk_b       	True
  723	spk_b       	spk_b      	spk_b       	True
  724	spk_b       	spk_b      	spk_b       	True
  725	spk_b       	spk_b      	spk_b       	True
  735	spk_b       	spk_b      	spk_b       	True
  736	spk_b       	spk_b      	spk_b       	True
  737	spk_b       	spk_b      	spk_b       	True
  738	spk_b       	spk_b      	spk_b       	True
  739	spk_b       	spk_b      	spk_b       	True
  740	spk_b       	spk_b      	spk_b       	True
  741	spk_b       	spk_b      	spk_b       	True
  742	spk_b       	spk_b      	spk_b       	True
  743	spk_b       	spk_b      	spk_b       	True
  744	spk_b       	spk_b      	spk_b       	True
  745	spk_b       	spk_b      	spk_b       	True
  746	spk_b       	spk_b      	spk_b       	True
  747	spk_b       	spk_b      	spk_b       	True
  748	spk_b       	spk_b      	spk_b       	True
  749	spk_b       	spk_b      	spk_b       	True
  750	spk_b       	spk_b      	spk_b       	True
  751	spk_b       	spk_b      	spk_b       	True
  752	spk_b       	spk_b      	spk_b       	True
  753	spk_b       	spk_b      	spk_b       	True
  754	spk_b       	spk_b      	spk_b       	True
  755	spk_b       	spk_b      	spk_b       	True
  756	spk_b       	spk_b      	spk_b       	True
  757	spk_b       	spk_b      	spk_b       	True
  758	spk_b       	spk_b      	spk_b       	True
  759	spk_b       	spk_b      	spk_b       	True
  760	spk_b       	spk_b      	spk_b       	True
  761	spk_b       	spk_b      	spk_b       	True
  762	spk_b       	spk_b      	spk_b       	True
  763	spk_b       	spk_b      	spk_b       	True
  764	spk_b       	spk_b      	spk_b       	True
  765	spk_b       	spk_b      	spk_b       	True
  766	spk_b       	spk_b      	spk_b       	True
  767	spk_b       	spk_b      	spk_b       	True
  768	spk_b       	spk_b      	spk_b       	True
  769	spk_b       	spk_b      	spk_b       	True
  770	spk_a       	spk_b      	spk_b       	False
  771	spk_b       	spk_b      	spk_b       	True
  772	spk_b       	spk_b      	spk_b       	True
  773	spk_b       	spk_b      	spk_b       	True
  774	spk_b       	spk_b      	spk_b       	True
  775	spk_b       	spk_b      	spk_b       	True
  776	spk_b       	spk_b      	spk_b       	True
  777	spk_b       	spk_b      	spk_b       	True
  778	spk_b       	spk_b      	spk_b       	True
  779	spk_b       	spk_b      	spk_b       	True
  780	spk_b       	spk_b      	spk_b       	True
  781	spk_b       	spk_b      	spk_b       	True
  782	spk_b       	spk_b      	spk_b       	True
  783	spk_b       	spk_b      	spk_b       	True
  784	spk_b       	spk_b      	spk_b       	True
  785	spk_b       	spk_b      	spk_b       	True
  786	spk_b       	spk_b      	spk_b       	True
  787	spk_b       	spk_b      	spk_b       	True
  788	spk_b       	spk_b      	spk_b       	True
  789	spk_b       	spk_b      	spk_b       	True
  790	spk_b       	spk_b      	spk_b       	True
  791	spk_b       	spk_b      	spk_b       	True
  792	spk_b       	spk_b      	spk_b       	True
  793	spk_b       	spk_b      	spk_b       	True
  794	spk_b       	spk_b      	spk_b       	True
  795	spk_b       	spk_b      	spk_b       	True
  796	spk_b       	spk_b      	spk_b       	True
  797	spk_b       	spk_b      	spk_b       	True
  798	spk_b       	spk_b      	spk_b       	True
  799	spk_b       	spk_b      	spk_b       	True
  800	spk_b       	spk_b      	spk_b       	True
  801	spk_b       	spk_b      	spk_b       	True
  802	spk_b       	spk_b      	spk_b       	True
  803	spk_b       	spk_b      	spk_b       	True
  804	spk_b       	spk_b      	spk_b       	True
  805	spk_b       	spk_b      	spk_b       	True
  806	spk_b       	spk_b      	spk_b       	True
  807	spk_b       	spk_b      	spk_b       	True
  808	spk_b       	spk_b      	spk_b       	True
  809	spk_b       	spk_b      	spk_b       	True
  810	spk_b       	spk_b      	spk_b       	True
  811	spk_b       	spk_b      	spk_b       	True
  812	spk_b       	spk_b      	spk_b       	True
  813	spk_b       	spk_b      	spk_b       	True
  814	spk_b       	spk_b      	spk_b       	True
  815	spk_b       	spk_b      	spk_b       	True
  816	spk_b       	spk_b      	spk_b       	True
  817	spk_b       	spk_b      	spk_b       	True
  818	spk_b       	spk_b      	spk_b       	True
  819	spk_b       	spk_b      	spk_b       	True
  820	spk_b       	spk_b      	spk_b       	True
  821	spk_b       	spk_b      	spk_b       	True
  822	spk_b       	spk_b      	spk_b       	True
  823	spk_b       	spk_b      	spk_b       	True
  824	spk_a       	spk_b      	spk_b       	False
  825	spk_a       	spk_b      	spk_b       	False
  826	spk_a       	spk_b      	spk_b       	False
  827	spk_a       	spk_b      	spk_b       	False
  828	spk_a       	spk_b      	spk_b       	False
  829	spk_a       	spk_b      	spk_b       	False
  830	spk_a       	spk_b      	spk_b       	False
  831	spk_a       	spk_b      	spk_b       	False
  832	spk_a       	spk_b      	spk_b       	False
  833	spk_a       	spk_b      	spk_b       	False
  834	spk_a       	spk_b      	spk_b       	False
  835	spk_a       	spk_b      	spk_b       	False
  836	spk_a       	spk_b      	spk_b       	False
  837	spk_a       	spk_b      	spk_b       	False
  838	spk_a       	spk_b      	spk_b       	False
  839	spk_a       	spk_b      	spk_b       	False
  840	spk_a       	spk_b      	spk_b       	False
  841	spk_a       	spk_b      	spk_b       	False
  842	spk_a       	spk_b      	spk_b       	False
  858	spk_b       	spk_b      	spk_b       	True
  859	spk_b       	spk_b      	spk_b       	True
  860	spk_b       	spk_b      	spk_b       	True
  861	spk_b       	spk_b      	spk_b       	True
  862	spk_b       	spk_b      	spk_b       	True
  863	spk_b       	spk_b      	spk_b       	True
  864	spk_b       	spk_b      	spk_b       	True
  865	spk_b       	spk_b      	spk_b       	True
  866	spk_b       	spk_b      	spk_b       	True
  867	spk_b       	spk_b      	spk_b       	True
  868	spk_b       	spk_b      	spk_b       	True
  869	spk_b       	spk_b      	spk_b       	True
  870	spk_b       	spk_b      	spk_b       	True
  871	spk_b       	spk_b      	spk_b       	True
  872	spk_b       	spk_b      	spk_b       	True
  873	spk_b       	spk_b      	spk_b       	True
  874	spk_b       	spk_b      	spk_b       	True
  875	spk_b       	spk_b      	spk_b       	True
  876	spk_b       	spk_b      	spk_b       	True
  877	spk_b       	spk_b      	spk_b       	True
  878	spk_b       	spk_b      	spk_b       	True
  879	spk_b       	spk_b      	spk_b       	True
  880	spk_b       	spk_b      	spk_b       	True
  881	spk_b       	spk_b      	spk_b       	True
  882	spk_b       	spk_b      	spk_b       	True
  883	spk_b       	spk_b      	spk_b       	True
  884	spk_b       	spk_b      	spk_b       	True
  885	spk_b       	spk_b      	spk_b       	True
  886	spk_b       	spk_b      	spk_b       	True
  887	spk_b       	spk_b      	spk_b       	True
  888	spk_b       	spk_b      	spk_b       	True
  889	spk_b       	spk_b      	spk_b       	True
  890	spk_b       	spk_b      	spk_b       	True
  891	spk_b       	spk_b      	spk_b       	True
  892	spk_b       	spk_b      	spk_b       	True
  893	spk_a       	spk_b      	spk_b       	False
  894	spk_a       	spk_b      	spk_b       	False
  895	spk_a       	spk_b      	spk_b       	False
  896	spk_b       	spk_b      	spk_b       	True
  897	spk_b       	spk_b      	spk_b       	True
  898	spk_b       	spk_b      	spk_b       	True
  899	spk_b       	spk_b      	spk_b       	True
  900	spk_b       	spk_b      	spk_b       	True
  901	spk_a       	spk_b      	spk_b       	False
  902	spk_a       	spk_b      	spk_b       	False
  903	spk_a       	spk_b      	spk_b       	False
  904	spk_a       	spk_b      	spk_b       	False
  905	spk_a       	spk_b      	spk_b       	False
  906	spk_a       	spk_b      	spk_b       	False
  907	spk_a       	spk_b      	spk_b       	False
  908	spk_a       	spk_b      	spk_b       	False
  909	spk_a       	spk_b      	spk_b       	False
  910	spk_a       	spk_b      	spk_b       	False
  911	spk_a       	spk_b      	spk_b       	False
  912	spk_b       	spk_b      	spk_b       	True
  913	spk_a       	spk_b      	spk_b       	False
  914	spk_a       	spk_b      	spk_b       	False
  915	spk_a       	spk_b      	spk_b       	False
  916	spk_b       	spk_b      	spk_b       	True
  917	spk_b       	spk_b      	spk_b       	True
  918	spk_b       	spk_b      	spk_b       	True
  919	spk_b       	spk_b      	spk_b       	True
  920	spk_b       	spk_b      	spk_b       	True
  921	spk_b       	spk_b      	spk_b       	True
  922	spk_b       	spk_b      	spk_b       	True
  923	spk_b       	spk_b      	spk_b       	True
  924	spk_b       	spk_b      	spk_b       	True
  925	spk_a       	spk_b      	spk_b       	False
  926	spk_a       	spk_b      	spk_b       	False
  927	spk_a       	spk_b      	spk_b       	False
  928	spk_b       	spk_b      	spk_b       	True
  929	spk_b       	spk_b      	spk_b       	True
  930	spk_b       	spk_b      	spk_b       	True
  931	spk_b       	spk_b      	spk_b       	True
  932	spk_b       	spk_b      	spk_b       	True
  933	spk_b       	spk_b      	spk_b       	True
  934	spk_b       	spk_b      	spk_b       	True
  935	spk_a       	spk_b      	spk_b       	False
  936	spk_a       	spk_b      	spk_b       	False
  937	spk_a       	spk_b      	spk_b       	False
  938	spk_a       	spk_b      	spk_b       	False
  939	spk_a       	spk_b      	spk_b       	False
  940	spk_a       	spk_b      	spk_b       	False
  941	spk_a       	spk_b      	spk_b       	False
  942	spk_a       	spk_b      	spk_b       	False
  943	spk_a       	spk_b      	spk_b       	False
  944	spk_a       	spk_b      	spk_b       	False
  945	spk_a       	spk_b      	spk_b       	False
  946	spk_a       	spk_b      	spk_b       	False
  947	spk_a       	spk_b      	spk_b       	False
  948	spk_a       	spk_b      	spk_b       	False
  949	spk_a       	spk_b      	spk_b       	False
  950	spk_a       	spk_b      	spk_b       	False
  951	spk_a       	spk_b      	spk_b       	False
  952	spk_b       	spk_b      	spk_b       	True
  953	spk_b       	spk_b      	spk_b       	True
  954	spk_b       	spk_b      	spk_b       	True
  955	spk_b       	spk_b      	spk_b       	True
  956	spk_b       	spk_b      	spk_b       	True
  957	spk_b       	spk_b      	spk_b       	True
  958	spk_b       	spk_b      	spk_b       	True
  959	spk_b       	spk_b      	spk_b       	True
  960	spk_b       	spk_b      	spk_b       	True
  961	spk_b       	spk_b      	spk_b       	True
  962	spk_b       	spk_b      	spk_b       	True
  978	spk_b       	spk_b      	spk_b       	True
  979	spk_b       	spk_b      	spk_b       	True
  980	spk_b       	spk_b      	spk_b       	True
  981	spk_b       	spk_b      	spk_b       	True
  982	spk_b       	spk_b      	spk_b       	True
  983	spk_b       	spk_b      	spk_b       	True
  984	spk_b       	spk_b      	spk_b       	True
  985	spk_b       	spk_b      	spk_b       	True
  986	spk_b       	spk_b      	spk_b       	True
  987	spk_b       	spk_b      	spk_b       	True
  988	spk_b       	spk_b      	spk_b       	True
  989	spk_b       	spk_b      	spk_b       	True
  990	spk_b       	spk_b      	spk_b       	True
  991	spk_b       	spk_b      	spk_b       	True
  992	spk_b       	spk_b      	spk_b       	True
  993	spk_b       	spk_b      	spk_b       	True
  994	spk_b       	spk_b      	spk_b       	True
  995	spk_b       	spk_b      	spk_b       	True
  996	spk_b       	spk_b      	spk_b       	True
  997	spk_b       	spk_b      	spk_b       	True
  998	spk_b       	spk_b      	spk_b       	True
  999	spk_b       	spk_b      	spk_b       	True
 1000	spk_b       	spk_b      	spk_b       	True
 1001	spk_b       	spk_b      	spk_b       	True
 1002	spk_b       	spk_b      	spk_b       	True
 1003	spk_b       	spk_b      	spk_b       	True
 1004	spk_b       	spk_b      	spk_b       	True
 1005	spk_b       	spk_b      	spk_b       	True
 1006	spk_b       	spk_b      	spk_b       	True
 1007	spk_b       	spk_b      	spk_b       	True
 1008	spk_b       	spk_b      	spk_b       	True
 1009	spk_b       	spk_b      	spk_b       	True
 1010	spk_b       	spk_b      	spk_b       	True
 1011	spk_b       	spk_b      	spk_b       	True
 1012	spk_b       	spk_b      	spk_b       	True
 1013	spk_b       	spk_b      	spk_b       	True
 1014	spk_b       	spk_b      	spk_b       	True
 1015	spk_b       	spk_b      	spk_b       	True
 1016	spk_b       	spk_b      	spk_b       	True
 1023	spk_b       	spk_b      	spk_b       	True
 1024	spk_b       	spk_b      	spk_b       	True
 1025	spk_b       	spk_b      	spk_b       	True
 1026	spk_b       	spk_b      	spk_b       	True
 1027	spk_b       	spk_b      	spk_b       	True
 1028	spk_b       	spk_b      	spk_b       	True
 1029	spk_b       	spk_b      	spk_b       	True
 1030	spk_b       	spk_b      	spk_b       	True
 1031	spk_b       	spk_b      	spk_b       	True
 1032	spk_b       	spk_b      	spk_b       	True
 1033	spk_b       	spk_b      	spk_b       	True
 1034	spk_b       	spk_b      	spk_b       	True
 1035	spk_b       	spk_b      	spk_b       	True
 1036	spk_b       	spk_b      	spk_b       	True
 1037	spk_b       	spk_b      	spk_b       	True
 1038	spk_b       	spk_b      	spk_b       	True
 1039	spk_b       	spk_b      	spk_b       	True
 1040	spk_b       	spk_b      	spk_b       	True
 1041	spk_b       	spk_b      	spk_b       	True
 1042	spk_b       	spk_b      	spk_b       	True
 1043	spk_b       	spk_b      	spk_b       	True
 1056	spk_b       	spk_b      	spk_b       	True
 1057	spk_b       	spk_b      	spk_b       	True
 1058	spk_a       	spk_b      	spk_b       	False
 1059	spk_a       	spk_b      	spk_b       	False
 1060	spk_a       	spk_b      	spk_b       	False
 1061	spk_b       	spk_b      	spk_b       	True
 1062	spk_b       	spk_b      	spk_b       	True
 1063	spk_b       	spk_b      	spk_b       	True
 1064	spk_b       	spk_b      	spk_b       	True
 1065	spk_b       	spk_b      	spk_b       	True
 1066	spk_b       	spk_b      	spk_b       	True
 1067	spk_b       	spk_b      	spk_b       	True
 1068	spk_b       	spk_b      	spk_b       	True
 1069	spk_b       	spk_b      	spk_b       	True
 1070	spk_b       	spk_b      	spk_b       	True
 1071	spk_b       	spk_b      	spk_b       	True
 1072	spk_b       	spk_b      	spk_b       	True
 1073	spk_b       	spk_b      	spk_b       	True
 1074	spk_b       	spk_b      	spk_b       	True
 1075	spk_b       	spk_b      	spk_b       	True
 1076	spk_b       	spk_b      	spk_b       	True
 1077	spk_b       	spk_b      	spk_b       	True
 1078	spk_a       	spk_b      	spk_b       	False
 1079	spk_a       	spk_b      	spk_b       	False
 1080	spk_a       	spk_b      	spk_b       	False
 1081	spk_a       	spk_b      	spk_b       	False
 1082	spk_b       	spk_b      	spk_b       	True
 1083	spk_a       	spk_b      	spk_b       	False
 1084	spk_a       	spk_b      	spk_b       	False
 1085	spk_a       	spk_b      	spk_b       	False
 1086	spk_a       	spk_b      	spk_b       	False
 1087	spk_a       	spk_b      	spk_b       	False
 1088	spk_a       	spk_b      	spk_b       	False
 1122	spk_a       	spk_b      	spk_b       	False
 1123	spk_a       	spk_b      	spk_b       	False
 1124	spk_a       	spk_b      	spk_b       	False
 1125	spk_a       	spk_b      	spk_b       	False
 1126	spk_a       	spk_b      	spk_b       	False
 1127	spk_b       	spk_b      	spk_b       	True
 1128	spk_b       	spk_b      	spk_b       	True
 1129	spk_b       	spk_b      	spk_b       	True
 1130	spk_a       	spk_b      	spk_b       	False
 1131	spk_a       	spk_b      	spk_b       	False
 1132	spk_a       	spk_b      	spk_b       	False
 1133	spk_a       	spk_b      	spk_b       	False
 1134	spk_a       	spk_b      	spk_b       	False
 1135	spk_a       	spk_b      	spk_b       	False
 1136	spk_a       	spk_b      	spk_b       	False
 1137	spk_a       	spk_b      	spk_b       	False
 1138	spk_a       	spk_b      	spk_b       	False
 1139	spk_a       	spk_b      	spk_b       	False
 1140	spk_a       	spk_b      	spk_b       	False
 1141	spk_a       	spk_b      	spk_b       	False
 1142	spk_a       	spk_b      	spk_b       	False
 1143	spk_a       	spk_b      	spk_b       	False
 1144	spk_a       	spk_b      	spk_b       	False
 1145	spk_a       	spk_b      	spk_b       	False
 1146	spk_a       	spk_b      	spk_b       	False
 1147	spk_a       	spk_b      	spk_b       	False
 1148	spk_a       	spk_b      	spk_b       	False
 1149	spk_a       	spk_b      	spk_b       	False
 1150	spk_a       	spk_b      	spk_b       	False
 1151	spk_a       	spk_b      	spk_b       	False
 1152	spk_a       	spk_b      	spk_b       	False
 1153	spk_a       	spk_b      	spk_b       	False
 1154	spk_a       	spk_b      	spk_b       	False
 1155	spk_a       	spk_b      	spk_b       	False
 1156	spk_a       	spk_b      	spk_b       	False
 1157	spk_a       	spk_b      	spk_b       	False
 1158	spk_a       	spk_b      	spk_b       	False
 1159	spk_a       	spk_b      	spk_b       	False
 1160	spk_a       	spk_b      	spk_b       	False
 1161	spk_a       	spk_b      	spk_b       	False
 1162	spk_a       	spk_b      	spk_b       	False
 1163	spk_b       	spk_b      	spk_b       	True
 1164	spk_b       	spk_b      	spk_b       	True
 1165	spk_b       	spk_b      	spk_b       	True
 1166	spk_b       	spk_b      	spk_b       	True
 1167	spk_b       	spk_b      	spk_b       	True
 1168	spk_b       	spk_b      	spk_b       	True
 1169	spk_a       	spk_b      	spk_b       	False
 1170	spk_a       	spk_b      	spk_b       	False
 1171	spk_a       	spk_b      	spk_b       	False
 1172	spk_a       	spk_b      	spk_b       	False
 1173	spk_a       	spk_b      	spk_b       	False
 1174	spk_a       	spk_b      	spk_b       	False
 1175	spk_a       	spk_b      	spk_b       	False
 1176	spk_a       	spk_b      	spk_b       	False
 1177	spk_a       	spk_b      	spk_b       	False
 1178	spk_a       	spk_b      	spk_b       	False
 1179	spk_b       	spk_b      	spk_b       	True
 1180	spk_b       	spk_b      	spk_b       	True
 1181	spk_b       	spk_b      	spk_b       	True
 1182	spk_b       	spk_b      	spk_b       	True
 1183	spk_b       	spk_b      	spk_b       	True
 1184	spk_b       	spk_b      	spk_b       	True
 1185	spk_b       	spk_b      	spk_b       	True
 1186	spk_b       	spk_b      	spk_b       	True
 1187	spk_b       	spk_b      	spk_b       	True

--- SUMMARY COUNTS ---
N_speech_diar_frames: 1007
N where mouth_winner == diar_winner: 516 (51.2%)
N where mouth_winner != diar_winner: 491 (48.8%)
Of those disagreements (491 frames):
  N where fused followed diar:  490 (99.8%)
  N where fused followed mouth: 0 (0.0%)
